first_name,last_name,researcher_type_str,hash_funct,research_interest,email_id,project_working_on,department
Matt,Allen,Professor,-2372588268064532715,security,matt_allen@illinois.edu,339,ME
Matt,Garcia,Grad_Student,-4745598896823148331,data_mining,matt_garcia@illinois.edu,279,PHYS
Matt,White,Student,-1735328519235919967,machine_learning,matt_white@illinois.edu,983,STAT
Matt,MacDonald,Student,-8629969718285853497,data_mining,matt_macdonald@illinois.edu,301,STAT
Matt,Khan,Student,-3895943113049108531,machine_learning,matt_khan@illinois.edu,139,CS
Matt,Moore,Grad_Student,-7559852861743456266,machine_learning,matt_moore@illinois.edu,444,CS
Matt,Clark,Student,4936509796449084790,graph_theory,matt_clark@illinois.edu,459,STAT
Matt,Lopez,Student,-4012410561312342737,graphics,matt_lopez@illinois.edu,571,PHYS
Matt,Lee,Student,5328677088850484690,econometrics,matt_lee@illinois.edu,901,MATH
Matt,Anderson,Student,9162110676943880611,architectures,matt_anderson@illinois.edu,768,STAT
Matt,Sanchez,Student,4945214991173069523,machine_learning,matt_sanchez@illinois.edu,516,ECE
Matt,Shah,Grad_Student,2652644807764075072,artificial_intelligence,matt_shah@illinois.edu,439,STAT
Matt,Ramirez,Student,3676735795567982606,natural_language_processing,matt_ramirez@illinois.edu,567,ECON
Matt,Jackson,Professor,4104451820998558141,security,matt_jackson@illinois.edu,690,STAT
Matt,Tremblay,Student,-7480115358848668826,econometrics,matt_tremblay@illinois.edu,287,CS
Matt,Nguyen,Student,4789787025253156644,bioinformatics,matt_nguyen@illinois.edu,702,ME
Matt,Jones,Grad_Student,4016623336595313466,graphics,matt_jones@illinois.edu,519,ME
Matt,Miller,Student,501718329570329826,compiler_optimization,matt_miller@illinois.edu,711,CS
Matt,Martin,Grad_Student,-2597155540607906380,natural_language_processing,matt_martin@illinois.edu,738,PHYS
Matt,Young,Professor,1613091985383176585,data_mining,matt_young@illinois.edu,709,MATH
Matt,Thompson,Student,-3755854911763679995,graphics,matt_thompson@illinois.edu,882,ME
Matt,Williams,Student,2331770551127125898,econometrics,matt_williams@illinois.edu,904,ECE
Matt,Harris,Grad_Student,3178081123255078816,cloud_computing,matt_harris@illinois.edu,657,ECON
Matt,Walker,Professor,2395721530237651239,econometrics,matt_walker@illinois.edu,73,ECE
Matt,Leblanc,Student,-6751607240842775838,embedded_systems,matt_leblanc@illinois.edu,238,ME
Matt,Wright,Student,626390241444219371,architectures,matt_wright@illinois.edu,893,ECON
Matt,Scott,Grad_Student,776904446026116205,architectures,matt_scott@illinois.edu,187,CS
Matt,Gonzalez,Student,-3597779025134978704,high_performance_computing,matt_gonzalez@illinois.edu,997,MATH
Matt,Wilson,Professor,5043908003399195314,cloud_computing,matt_wilson@illinois.edu,676,CS
Matt,Smith,Professor,7709916599897278633,graph_theory,matt_smith@illinois.edu,122,CS
Matt,Rodriguez,Professor,7522501630683898607,graph_theory,matt_rodriguez@illinois.edu,818,ME
Matt,Johnson,Grad_Student,-4201136068698715846,machine_learning,matt_johnson@illinois.edu,74,ME
Matt,Zhou,Professor,-592397616725424452,security,matt_zhou@illinois.edu,936,ECE
Matt,Taylor,Student,2857095377577494006,machine_learning,matt_taylor@illinois.edu,850,ECE
Matt,Yang,Student,8809736354224356024,machine_learning,matt_yang@illinois.edu,862,ECE
Matt,Wang,Professor,-1394358728506122302,bioinformatics,matt_wang@illinois.edu,438,STAT
Matt,Lewis,Professor,9148116480362280884,graphics,matt_lewis@illinois.edu,856,ME
Matt,Li,Grad_Student,-6891780984323166946,econometrics,matt_li@illinois.edu,652,ME
Matt,Robinson,Student,-4989572413583815783,artificial_intelligence,matt_robinson@illinois.edu,108,ECE
Matt,Kapoor,Grad_Student,8743534882220808395,data_mining,matt_kapoor@illinois.edu,195,MATH
Matt,Hernandez,Professor,1950280042448648733,architectures,matt_hernandez@illinois.edu,48,STAT
Matt,King,Grad_Student,7163409910837304048,distributed_systems,matt_king@illinois.edu,482,CS
Matt,Martinez,Student,-1731921678830515767,artificial_intelligence,matt_martinez@illinois.edu,681,PHYS
Matt,Perez,Grad_Student,-5367559540186954323,bioinformatics,matt_perez@illinois.edu,719,CS
Matt,Patel,Grad_Student,-1883174408733401522,data_mining,matt_patel@illinois.edu,493,STAT
Matt,Brown,Student,-109656815124898111,cloud_computing,matt_brown@illinois.edu,360,CS
Matt,Davis,Student,-7063136697293303415,graphics,matt_davis@illinois.edu,674,PHYS
Matt,Gurnani,Professor,2943811615823923506,machine_learning,matt_gurnani@illinois.edu,995,STAT
Matt,Thomas,Professor,6822380919583287824,bioinformatics,matt_thomas@illinois.edu,357,STAT
Alexa,Allen,Student,-8417341875362444600,human_computer_interaction,alexa_allen@illinois.edu,628,MATH
Alexa,Garcia,Student,-4260452594551178493,architectures,alexa_garcia@illinois.edu,957,PHYS
Alexa,White,Student,1755612217148543800,artificial_intelligence,alexa_white@illinois.edu,585,MATH
Alexa,MacDonald,Professor,-3202917114845920946,bioinformatics,alexa_macdonald@illinois.edu,17,ME
Alexa,Khan,Grad_Student,-1816115477344736267,distributed_systems,alexa_khan@illinois.edu,722,MATH
Alexa,Moore,Student,3304721303145164343,machine_learning,alexa_moore@illinois.edu,474,MATH
Alexa,Clark,Student,4965650285115418018,high_performance_computing,alexa_clark@illinois.edu,298,ECON
Alexa,Lopez,Professor,3839192826866877898,distributed_systems,alexa_lopez@illinois.edu,784,STAT
Alexa,Lee,Professor,8409707887055871925,machine_learning,alexa_lee@illinois.edu,246,PHYS
Alexa,Anderson,Grad_Student,-7431886470944953824,data_mining,alexa_anderson@illinois.edu,757,MATH
Alexa,Sanchez,Grad_Student,-7099214955995766542,architectures,alexa_sanchez@illinois.edu,577,MATH
Alexa,Shah,Student,-3452218763947590865,security,alexa_shah@illinois.edu,290,MATH
Alexa,Ramirez,Student,-4783739184370823727,machine_learning,alexa_ramirez@illinois.edu,525,ECON
Alexa,Jackson,Professor,-565637633814335110,high_performance_computing,alexa_jackson@illinois.edu,645,STAT
Alexa,Tremblay,Professor,7286320025593628570,human_computer_interaction,alexa_tremblay@illinois.edu,174,CS
Alexa,Nguyen,Grad_Student,-5688365719887657036,artificial_intelligence,alexa_nguyen@illinois.edu,277,PHYS
Alexa,Jones,Professor,4416933062508515959,natural_language_processing,alexa_jones@illinois.edu,662,ECE
Alexa,Miller,Grad_Student,6835500908555218575,econometrics,alexa_miller@illinois.edu,923,ECE
Alexa,Martin,Student,7866031058795539708,human_computer_interaction,alexa_martin@illinois.edu,179,MATH
Alexa,Young,Grad_Student,495450429922174106,distributed_systems,alexa_young@illinois.edu,188,PHYS
Alexa,Thompson,Student,-4509112323659640988,data_mining,alexa_thompson@illinois.edu,20,ECON
Alexa,Williams,Professor,-1637170599356212692,artificial_intelligence,alexa_williams@illinois.edu,849,ME
Alexa,Harris,Student,7315681259186621833,compiler_optimization,alexa_harris@illinois.edu,93,ECON
Alexa,Walker,Grad_Student,-1734939511433500563,bioinformatics,alexa_walker@illinois.edu,962,PHYS
Alexa,Leblanc,Professor,-4131197536721379071,compiler_optimization,alexa_leblanc@illinois.edu,868,MATH
Alexa,Wright,Student,-8820432390190567864,bioinformatics,alexa_wright@illinois.edu,513,PHYS
Alexa,Scott,Grad_Student,3060634655003518431,artificial_intelligence,alexa_scott@illinois.edu,436,PHYS
Alexa,Gonzalez,Student,-5881851665729356416,data_mining,alexa_gonzalez@illinois.edu,207,ME
Alexa,Wilson,Professor,-9155775621706846652,machine_learning,alexa_wilson@illinois.edu,760,STAT
Alexa,Smith,Student,7658431266666316085,human_computer_interaction,alexa_smith@illinois.edu,533,PHYS
Alexa,Rodriguez,Professor,-7748747427853966974,econometrics,alexa_rodriguez@illinois.edu,189,ECE
Alexa,Johnson,Grad_Student,-1600914601392740556,compiler_optimization,alexa_johnson@illinois.edu,666,PHYS
Alexa,Zhou,Professor,-5780481005350526240,compiler_optimization,alexa_zhou@illinois.edu,994,ECE
Alexa,Taylor,Student,2101045265062458253,graph_theory,alexa_taylor@illinois.edu,156,MATH
Alexa,Yang,Professor,275916712649974090,embedded_systems,alexa_yang@illinois.edu,878,ECON
Alexa,Wang,Student,-4135252251820010185,graphics,alexa_wang@illinois.edu,179,ECON
Alexa,Lewis,Grad_Student,-7536747101620457181,bioinformatics,alexa_lewis@illinois.edu,545,CS
Alexa,Li,Student,-2520178489657199182,human_computer_interaction,alexa_li@illinois.edu,884,STAT
Alexa,Robinson,Student,-6320362803712783476,econometrics,alexa_robinson@illinois.edu,392,STAT
Alexa,Kapoor,Student,-8258669919189559337,artificial_intelligence,alexa_kapoor@illinois.edu,819,CS
Alexa,Hernandez,Student,-2392998736961029234,embedded_systems,alexa_hernandez@illinois.edu,420,ECON
Alexa,King,Student,-3338199855848253365,graph_theory,alexa_king@illinois.edu,518,ECON
Alexa,Martinez,Professor,7645517521457401172,human_computer_interaction,alexa_martinez@illinois.edu,934,ECON
Alexa,Perez,Grad_Student,-9064164468762120946,natural_language_processing,alexa_perez@illinois.edu,481,CS
Alexa,Patel,Student,7907167107085531523,embedded_systems,alexa_patel@illinois.edu,422,MATH
Alexa,Brown,Grad_Student,4352430283636922739,architectures,alexa_brown@illinois.edu,840,ECON
Alexa,Davis,Grad_Student,-5081313465800561234,data_mining,alexa_davis@illinois.edu,323,PHYS
Alexa,Gurnani,Professor,5527112023944522536,natural_language_processing,alexa_gurnani@illinois.edu,293,ME
Alexa,Thomas,Grad_Student,3241100741008975913,compiler_optimization,alexa_thomas@illinois.edu,864,ME
Denzel,Allen,Student,1708566063635037737,machine_learning,denzel_allen@illinois.edu,788,CS
Denzel,Garcia,Student,1875269024584392904,embedded_systems,denzel_garcia@illinois.edu,405,STAT
Denzel,White,Grad_Student,-4726941353487350943,bioinformatics,denzel_white@illinois.edu,539,MATH
Denzel,MacDonald,Grad_Student,2471853394823666159,embedded_systems,denzel_macdonald@illinois.edu,752,STAT
Denzel,Khan,Professor,-2250959728819880393,data_mining,denzel_khan@illinois.edu,613,ME
Denzel,Moore,Professor,-8945685625811554598,compiler_optimization,denzel_moore@illinois.edu,590,MATH
Denzel,Clark,Professor,5671699754247321491,compiler_optimization,denzel_clark@illinois.edu,86,PHYS
Denzel,Lopez,Professor,3451106401034777818,embedded_systems,denzel_lopez@illinois.edu,625,ECE
Denzel,Lee,Student,-5788156924311555697,econometrics,denzel_lee@illinois.edu,789,ME
Denzel,Anderson,Grad_Student,41936277756595739,embedded_systems,denzel_anderson@illinois.edu,93,MATH
Denzel,Sanchez,Grad_Student,-5111434246288823350,artificial_intelligence,denzel_sanchez@illinois.edu,257,ECE
Denzel,Shah,Grad_Student,4274821957108482329,security,denzel_shah@illinois.edu,791,MATH
Denzel,Ramirez,Grad_Student,-3336085537076573111,cloud_computing,denzel_ramirez@illinois.edu,472,CS
Denzel,Jackson,Professor,-7412935613493876767,machine_learning,denzel_jackson@illinois.edu,380,CS
Denzel,Tremblay,Grad_Student,-5070628528847861929,bioinformatics,denzel_tremblay@illinois.edu,810,MATH
Denzel,Nguyen,Professor,-2243793371523534878,graphics,denzel_nguyen@illinois.edu,762,MATH
Denzel,Jones,Professor,4310407237744757454,econometrics,denzel_jones@illinois.edu,592,CS
Denzel,Miller,Professor,-8620101111768708630,compiler_optimization,denzel_miller@illinois.edu,45,STAT
Denzel,Martin,Student,-2427241280150417011,distributed_systems,denzel_martin@illinois.edu,594,CS
Denzel,Young,Student,-1808096280683863671,human_computer_interaction,denzel_young@illinois.edu,265,PHYS
Denzel,Thompson,Grad_Student,-7966271515440506340,graph_theory,denzel_thompson@illinois.edu,670,ME
Denzel,Williams,Grad_Student,-2897313231009412925,natural_language_processing,denzel_williams@illinois.edu,698,ME
Denzel,Harris,Grad_Student,7153461132904170047,high_performance_computing,denzel_harris@illinois.edu,328,ECON
Denzel,Walker,Professor,8569085429421120735,embedded_systems,denzel_walker@illinois.edu,790,CS
Denzel,Leblanc,Student,-4629425277409059491,high_performance_computing,denzel_leblanc@illinois.edu,172,PHYS
Denzel,Wright,Grad_Student,7321576468767688854,graph_theory,denzel_wright@illinois.edu,612,ME
Denzel,Scott,Student,-6111222170613630357,econometrics,denzel_scott@illinois.edu,611,ECE
Denzel,Gonzalez,Grad_Student,-2923516079092334976,human_computer_interaction,denzel_gonzalez@illinois.edu,824,MATH
Denzel,Wilson,Grad_Student,6516173360023213212,human_computer_interaction,denzel_wilson@illinois.edu,557,STAT
Denzel,Smith,Student,1132949687692084474,artificial_intelligence,denzel_smith@illinois.edu,614,ECON
Denzel,Rodriguez,Professor,-2794578677151925930,data_mining,denzel_rodriguez@illinois.edu,944,STAT
Denzel,Johnson,Student,6928567296576187378,natural_language_processing,denzel_johnson@illinois.edu,362,MATH
Denzel,Zhou,Professor,7897219821394489349,security,denzel_zhou@illinois.edu,996,MATH
Denzel,Taylor,Student,-7414746662100048257,architectures,denzel_taylor@illinois.edu,634,ECON
Denzel,Yang,Professor,-26117876388639042,human_computer_interaction,denzel_yang@illinois.edu,132,STAT
Denzel,Wang,Professor,3451274262621568558,compiler_optimization,denzel_wang@illinois.edu,819,ECE
Denzel,Lewis,Student,2187383398121583701,natural_language_processing,denzel_lewis@illinois.edu,347,ME
Denzel,Li,Grad_Student,3524210776621760064,human_computer_interaction,denzel_li@illinois.edu,671,CS
Denzel,Robinson,Professor,-6230294095821186377,distributed_systems,denzel_robinson@illinois.edu,543,ECE
Denzel,Kapoor,Professor,6926064538019544528,bioinformatics,denzel_kapoor@illinois.edu,224,STAT
Denzel,Hernandez,Professor,7780949011632448344,data_mining,denzel_hernandez@illinois.edu,30,ECE
Denzel,King,Student,3920425850516354334,machine_learning,denzel_king@illinois.edu,776,ECON
Denzel,Martinez,Professor,-1412100902402675637,embedded_systems,denzel_martinez@illinois.edu,579,STAT
Denzel,Perez,Grad_Student,-902640328323338432,bioinformatics,denzel_perez@illinois.edu,899,ECE
Denzel,Patel,Student,6696740429964636075,security,denzel_patel@illinois.edu,456,CS
Denzel,Brown,Grad_Student,50855682491891811,embedded_systems,denzel_brown@illinois.edu,928,STAT
Denzel,Davis,Grad_Student,3812504593842054386,security,denzel_davis@illinois.edu,679,CS
Denzel,Gurnani,Student,-2885385373958242831,compiler_optimization,denzel_gurnani@illinois.edu,536,PHYS
Denzel,Thomas,Student,8296370368968177712,architectures,denzel_thomas@illinois.edu,485,ECON
Indigo,Allen,Professor,8917892537439661546,artificial_intelligence,indigo_allen@illinois.edu,519,CS
Indigo,Garcia,Student,6135104502090983445,distributed_systems,indigo_garcia@illinois.edu,79,STAT
Indigo,White,Student,-5023700760347010014,architectures,indigo_white@illinois.edu,201,ECON
Indigo,MacDonald,Professor,8456223292549987079,compiler_optimization,indigo_macdonald@illinois.edu,97,ECON
Indigo,Khan,Professor,2520964276113399782,graphics,indigo_khan@illinois.edu,412,STAT
Indigo,Moore,Professor,2754516124358311954,econometrics,indigo_moore@illinois.edu,777,STAT
Indigo,Clark,Grad_Student,-2518285665521472514,artificial_intelligence,indigo_clark@illinois.edu,29,PHYS
Indigo,Lopez,Grad_Student,-6401068232886647726,architectures,indigo_lopez@illinois.edu,465,ME
Indigo,Lee,Grad_Student,-3110198479389755235,distributed_systems,indigo_lee@illinois.edu,562,CS
Indigo,Anderson,Grad_Student,-1482970220038363478,high_performance_computing,indigo_anderson@illinois.edu,43,PHYS
Indigo,Sanchez,Professor,6765779749892603884,bioinformatics,indigo_sanchez@illinois.edu,63,STAT
Indigo,Shah,Professor,6245154608494114033,graphics,indigo_shah@illinois.edu,148,CS
Indigo,Ramirez,Student,6141325417180077514,machine_learning,indigo_ramirez@illinois.edu,450,ECON
Indigo,Jackson,Student,-6192849042233030998,artificial_intelligence,indigo_jackson@illinois.edu,992,ECE
Indigo,Tremblay,Professor,-7927911470398665510,artificial_intelligence,indigo_tremblay@illinois.edu,361,ECE
Indigo,Nguyen,Professor,-7414339366327544848,graphics,indigo_nguyen@illinois.edu,388,MATH
Indigo,Jones,Student,-1256465079682585688,architectures,indigo_jones@illinois.edu,482,ECON
Indigo,Miller,Grad_Student,596912363366192401,bioinformatics,indigo_miller@illinois.edu,76,CS
Indigo,Martin,Student,463749436027730803,distributed_systems,indigo_martin@illinois.edu,476,ME
Indigo,Young,Professor,8118898516867519306,security,indigo_young@illinois.edu,735,ME
Indigo,Thompson,Student,8077768403934294312,distributed_systems,indigo_thompson@illinois.edu,733,CS
Indigo,Williams,Student,-1681191307270926616,architectures,indigo_williams@illinois.edu,538,PHYS
Indigo,Harris,Grad_Student,844716695609576577,architectures,indigo_harris@illinois.edu,735,MATH
Indigo,Walker,Student,3068949894371064835,embedded_systems,indigo_walker@illinois.edu,196,ECON
Indigo,Leblanc,Professor,-8305106544485083667,artificial_intelligence,indigo_leblanc@illinois.edu,959,STAT
Indigo,Wright,Grad_Student,-2598146880564342708,graphics,indigo_wright@illinois.edu,719,ME
Indigo,Scott,Grad_Student,8503304939813007326,architectures,indigo_scott@illinois.edu,624,CS
Indigo,Gonzalez,Grad_Student,-6588285057266778503,machine_learning,indigo_gonzalez@illinois.edu,723,ECON
Indigo,Wilson,Professor,6756391084988079372,security,indigo_wilson@illinois.edu,521,ECON
Indigo,Smith,Student,2254223655716018880,architectures,indigo_smith@illinois.edu,551,ECON
Indigo,Rodriguez,Professor,3899251184066271338,econometrics,indigo_rodriguez@illinois.edu,110,STAT
Indigo,Johnson,Grad_Student,-3747723871879108293,distributed_systems,indigo_johnson@illinois.edu,485,MATH
Indigo,Zhou,Student,2997575921623862857,cloud_computing,indigo_zhou@illinois.edu,995,CS
Indigo,Taylor,Professor,-543933104391208863,high_performance_computing,indigo_taylor@illinois.edu,445,STAT
Indigo,Yang,Grad_Student,-7350482636764773718,cloud_computing,indigo_yang@illinois.edu,522,ECON
Indigo,Wang,Grad_Student,-1649002291139511703,graphics,indigo_wang@illinois.edu,615,MATH
Indigo,Lewis,Professor,8431374973468322815,graphics,indigo_lewis@illinois.edu,4,CS
Indigo,Li,Grad_Student,3443802165082306903,security,indigo_li@illinois.edu,370,MATH
Indigo,Robinson,Student,6094089208895330304,natural_language_processing,indigo_robinson@illinois.edu,307,MATH
Indigo,Kapoor,Grad_Student,-3998599234603096247,artificial_intelligence,indigo_kapoor@illinois.edu,755,PHYS
Indigo,Hernandez,Professor,1111555910209406009,econometrics,indigo_hernandez@illinois.edu,318,STAT
Indigo,King,Student,8585816247667700638,embedded_systems,indigo_king@illinois.edu,84,STAT
Indigo,Martinez,Grad_Student,625854272469586445,graph_theory,indigo_martinez@illinois.edu,666,ECE
Indigo,Perez,Grad_Student,-2139634022255656758,cloud_computing,indigo_perez@illinois.edu,778,MATH
Indigo,Patel,Professor,7518143546758098205,high_performance_computing,indigo_patel@illinois.edu,967,MATH
Indigo,Brown,Professor,-4043021392496380790,human_computer_interaction,indigo_brown@illinois.edu,644,ME
Indigo,Davis,Student,-7694866209908566079,cloud_computing,indigo_davis@illinois.edu,272,ECE
Indigo,Gurnani,Professor,-4830266829743483560,human_computer_interaction,indigo_gurnani@illinois.edu,254,STAT
Indigo,Thomas,Student,2175765021945244068,machine_learning,indigo_thomas@illinois.edu,818,ECON
Alina,Allen,Grad_Student,3973054558206628273,architectures,alina_allen@illinois.edu,747,MATH
Alina,Garcia,Student,-6508579627536594559,econometrics,alina_garcia@illinois.edu,365,PHYS
Alina,White,Student,-6622197452667595283,natural_language_processing,alina_white@illinois.edu,358,CS
Alina,MacDonald,Professor,7108479608130507102,bioinformatics,alina_macdonald@illinois.edu,581,PHYS
Alina,Khan,Professor,-6929003014591285802,security,alina_khan@illinois.edu,269,STAT
Alina,Moore,Professor,5436231998192264899,embedded_systems,alina_moore@illinois.edu,899,MATH
Alina,Clark,Professor,-5354773096310366468,natural_language_processing,alina_clark@illinois.edu,113,ECE
Alina,Lopez,Professor,7397110418119661236,econometrics,alina_lopez@illinois.edu,63,ME
Alina,Lee,Professor,1700179240634371583,econometrics,alina_lee@illinois.edu,203,ECON
Alina,Anderson,Student,8585156827954469534,artificial_intelligence,alina_anderson@illinois.edu,722,ME
Alina,Sanchez,Grad_Student,89152642822928133,natural_language_processing,alina_sanchez@illinois.edu,99,PHYS
Alina,Shah,Student,6744041397952691543,natural_language_processing,alina_shah@illinois.edu,620,STAT
Alina,Ramirez,Student,2803696690426250509,compiler_optimization,alina_ramirez@illinois.edu,240,MATH
Alina,Jackson,Student,2466829135172367300,econometrics,alina_jackson@illinois.edu,862,MATH
Alina,Tremblay,Professor,2040414680220789194,architectures,alina_tremblay@illinois.edu,412,STAT
Alina,Nguyen,Professor,5682286842082347314,bioinformatics,alina_nguyen@illinois.edu,963,ME
Alina,Jones,Student,6277068413695980594,data_mining,alina_jones@illinois.edu,35,ME
Alina,Miller,Student,-3612728092693630554,machine_learning,alina_miller@illinois.edu,462,ECE
Alina,Martin,Professor,600780757281642271,high_performance_computing,alina_martin@illinois.edu,620,ECON
Alina,Young,Grad_Student,9019132770461073787,high_performance_computing,alina_young@illinois.edu,498,ME
Alina,Thompson,Student,7679567722987741438,machine_learning,alina_thompson@illinois.edu,865,MATH
Alina,Williams,Student,850761075314453265,graph_theory,alina_williams@illinois.edu,136,ECON
Alina,Harris,Professor,-949949199472079943,human_computer_interaction,alina_harris@illinois.edu,439,STAT
Alina,Walker,Professor,-4455881718293468052,data_mining,alina_walker@illinois.edu,308,CS
Alina,Leblanc,Professor,8967434752040019487,artificial_intelligence,alina_leblanc@illinois.edu,437,ME
Alina,Wright,Professor,-4760755476182465725,artificial_intelligence,alina_wright@illinois.edu,843,PHYS
Alina,Scott,Student,3027571177164407331,natural_language_processing,alina_scott@illinois.edu,270,MATH
Alina,Gonzalez,Grad_Student,6922613584470100180,bioinformatics,alina_gonzalez@illinois.edu,744,CS
Alina,Wilson,Student,-5180284066448181270,compiler_optimization,alina_wilson@illinois.edu,435,CS
Alina,Smith,Student,-2033667343478077997,natural_language_processing,alina_smith@illinois.edu,576,STAT
Alina,Rodriguez,Student,851573727585158133,natural_language_processing,alina_rodriguez@illinois.edu,850,MATH
Alina,Johnson,Grad_Student,4734099254009821134,security,alina_johnson@illinois.edu,722,ME
Alina,Zhou,Professor,5730073193161690716,security,alina_zhou@illinois.edu,944,ECE
Alina,Taylor,Grad_Student,2027968659513519163,high_performance_computing,alina_taylor@illinois.edu,953,MATH
Alina,Yang,Student,5183682659050617787,architectures,alina_yang@illinois.edu,62,STAT
Alina,Wang,Student,-2093530521562161442,graph_theory,alina_wang@illinois.edu,290,ECON
Alina,Lewis,Professor,6383125360299313312,machine_learning,alina_lewis@illinois.edu,173,ECON
Alina,Li,Grad_Student,404797904106944018,compiler_optimization,alina_li@illinois.edu,46,STAT
Alina,Robinson,Professor,6987986787416183280,graph_theory,alina_robinson@illinois.edu,390,ECON
Alina,Kapoor,Professor,2963418089370882360,compiler_optimization,alina_kapoor@illinois.edu,140,STAT
Alina,Hernandez,Student,4747796318676391433,human_computer_interaction,alina_hernandez@illinois.edu,485,ME
Alina,King,Grad_Student,-839082434742717460,machine_learning,alina_king@illinois.edu,702,CS
